actively-Agnes,0
actively-Junior,0
actively-Vicki,0
actively-Alex,0
actively-Kathy,0
actively-Victoria,0
actively-Bruce,0
actively-Princess,0
actively-Fred,0
actively-Ralph,0
actually-Agnes,0
actually-Junior,0
actually-Vicki,0
actually-Alex,0
actually-Kathy,0
actually-Victoria,0
actually-Bruce,0
actually-Princess,0
actually-Fred,0
actually-Ralph,0
brightly-Agnes,0
brightly-Junior,0
brightly-Vicki,0
brightly-Alex,0
brightly-Kathy,0
brightly-Victoria,0
brightly-Bruce,0
brightly-Princess,0
brightly-Fred,0
brightly-Ralph,0
clearly-Agnes,0
clearly-Junior,0
clearly-Vicki,0
clearly-Alex,0
clearly-Kathy,0
clearly-Victoria,0
clearly-Bruce,0
clearly-Princess,0
clearly-Fred,0
clearly-Ralph,0
completely-Agnes,0
completely-Junior,0
completely-Vicki,0
completely-Alex,0
completely-Kathy,0
completely-Victoria,0
completely-Bruce,0
completely-Princess,0
completely-Fred,0
completely-Ralph,0
fairly-Agnes,0
fairly-Junior,0
fairly-Vicki,0
fairly-Alex,0
fairly-Kathy,0
fairly-Victoria,0
fairly-Bruce,0
fairly-Princess,0
fairly-Fred,0
fairly-Ralph,0
family-Agnes,0
family-Junior,0
family-Vicki,0
family-Alex,0
family-Kathy,0
family-Victoria,0
family-Bruce,0
family-Princess,0
family-Fred,0
family-Ralph,0
finally-Agnes,0
finally-Junior,0
finally-Vicki,0
finally-Alex,0
finally-Kathy,0
finally-Victoria,0
finally-Bruce,0
finally-Princess,0
finally-Fred,0
finally-Ralph,0
formally-Agnes,0
formally-Junior,0
formally-Vicki,0
formally-Alex,0
formally-Kathy,0
formally-Victoria,0
formally-Bruce,0
formally-Princess,0
formally-Fred,0
formally-Ralph,0
freely-Agnes,0
freely-Junior,0
freely-Vicki,0
freely-Alex,0
freely-Kathy,0
freely-Victoria,0
freely-Bruce,0
freely-Princess,0
freely-Fred,0
freely-Ralph,0
fully-Agnes,0
fully-Junior,0
fully-Vicki,0
fully-Alex,0
fully-Kathy,0
fully-Victoria,0
fully-Bruce,0
fully-Princess,0
fully-Fred,0
fully-Ralph,0
hardly-Agnes,0
hardly-Junior,0
hardly-Vicki,0
hardly-Alex,0
hardly-Kathy,0
hardly-Victoria,0
hardly-Bruce,0
hardly-Princess,0
hardly-Fred,0
hardly-Ralph,0
heavily-Agnes,0
heavily-Junior,0
heavily-Vicki,0
heavily-Alex,0
heavily-Kathy,0
heavily-Victoria,0
heavily-Bruce,0
heavily-Princess,0
heavily-Fred,0
heavily-Ralph,0
highly-Agnes,0
highly-Junior,0
highly-Vicki,0
highly-Alex,0
highly-Kathy,0
highly-Victoria,0
highly-Bruce,0
highly-Princess,0
highly-Fred,0
highly-Ralph,0
kindly-Agnes,0
kindly-Junior,0
kindly-Vicki,0
kindly-Alex,0
kindly-Kathy,0
kindly-Victoria,0
kindly-Bruce,0
kindly-Princess,0
kindly-Fred,0
kindly-Ralph,0
largely-Agnes,0
largely-Junior,0
largely-Vicki,0
largely-Alex,0
largely-Kathy,0
largely-Victoria,0
largely-Bruce,0
largely-Princess,0
largely-Fred,0
largely-Ralph,0
lately-Agnes,0
lately-Junior,0
lately-Vicki,0
lately-Alex,0
lately-Kathy,0
lately-Victoria,0
lately-Bruce,0
lately-Princess,0
lately-Fred,0
lately-Ralph,0
neatly-Agnes,0
neatly-Junior,0
neatly-Vicki,0
neatly-Alex,0
neatly-Kathy,0
neatly-Victoria,0
neatly-Bruce,0
neatly-Princess,0
neatly-Fred,0
neatly-Ralph,0
newly-Agnes,0
newly-Junior,0
newly-Vicki,0
newly-Alex,0
newly-Kathy,0
newly-Victoria,0
newly-Bruce,0
newly-Princess,0
newly-Fred,0
newly-Ralph,0
nicely-Agnes,0
nicely-Junior,0
nicely-Vicki,0
nicely-Alex,0
nicely-Kathy,0
nicely-Victoria,0
nicely-Bruce,0
nicely-Princess,0
nicely-Fred,0
nicely-Ralph,0
normally-Agnes,0
normally-Junior,0
normally-Vicki,0
normally-Alex,0
normally-Kathy,0
normally-Victoria,0
normally-Bruce,0
normally-Princess,0
normally-Fred,0
normally-Ralph,0
oddly-Agnes,0
oddly-Junior,0
oddly-Vicki,0
oddly-Alex,0
oddly-Kathy,0
oddly-Victoria,0
oddly-Bruce,0
oddly-Princess,0
oddly-Fred,0
oddly-Ralph,0
poorly-Agnes,0
poorly-Junior,0
poorly-Vicki,0
poorly-Alex,0
poorly-Kathy,0
poorly-Victoria,0
poorly-Bruce,0
poorly-Princess,0
poorly-Fred,0
poorly-Ralph,0
possibly-Agnes,0
possibly-Junior,0
possibly-Vicki,0
possibly-Alex,0
possibly-Kathy,0
possibly-Victoria,0
possibly-Bruce,0
possibly-Princess,0
possibly-Fred,0
possibly-Ralph,0
quickly-Agnes,0
quickly-Junior,0
quickly-Vicki,0
quickly-Alex,0
quickly-Kathy,0
quickly-Victoria,0
quickly-Bruce,0
quickly-Princess,0
quickly-Fred,0
quickly-Ralph,0
really-Agnes,0
really-Junior,0
really-Vicki,0
really-Alex,0
really-Kathy,0
really-Victoria,0
really-Bruce,0
really-Princess,0
really-Fred,0
really-Ralph,0
securely-Agnes,0
securely-Junior,0
securely-Vicki,0
securely-Alex,0
securely-Kathy,0
securely-Victoria,0
securely-Bruce,0
securely-Princess,0
securely-Fred,0
securely-Ralph,0
seriously-Agnes,0
seriously-Junior,0
seriously-Vicki,0
seriously-Alex,0
seriously-Kathy,0
seriously-Victoria,0
seriously-Bruce,0
seriously-Princess,0
seriously-Fred,0
seriously-Ralph,0
strangely-Agnes,0
strangely-Junior,0
strangely-Vicki,0
strangely-Alex,0
strangely-Kathy,0
strangely-Victoria,0
strangely-Bruce,0
strangely-Princess,0
strangely-Fred,0
strangely-Ralph,0
strongly-Agnes,0
strongly-Junior,0
strongly-Vicki,0
strongly-Alex,0
strongly-Kathy,0
strongly-Victoria,0
strongly-Bruce,0
strongly-Princess,0
strongly-Fred,0
strongly-Ralph,0
suddenly-Agnes,0
suddenly-Junior,0
suddenly-Vicki,0
suddenly-Alex,0
suddenly-Kathy,0
suddenly-Victoria,0
suddenly-Bruce,0
suddenly-Princess,0
suddenly-Fred,0
suddenly-Ralph,0
truly-Agnes,0
truly-Junior,0
truly-Vicki,0
truly-Alex,0
truly-Kathy,0
truly-Victoria,0
truly-Bruce,0
truly-Princess,0
truly-Fred,0
truly-Ralph,0
usually-Agnes,0
usually-Junior,0
usually-Vicki,0
usually-Alex,0
usually-Kathy,0
usually-Victoria,0
usually-Bruce,0
usually-Princess,0
usually-Fred,0
usually-Ralph,0
costly-Agnes,1
costly-Junior,1
costly-Vicki,1
costly-Alex,1
costly-Kathy,1
costly-Victoria,1
costly-Bruce,1
costly-Princess,1
costly-Fred,1
costly-Ralph,1
daily-Agnes,1
daily-Junior,1
daily-Vicki,1
daily-Alex,1
daily-Kathy,1
daily-Victoria,1
daily-Bruce,1
daily-Princess,1
daily-Fred,1
daily-Ralph,1
weekly-Agnes,1
weekly-Junior,1
weekly-Vicki,1
weekly-Alex,1
weekly-Kathy,1
weekly-Victoria,1
weekly-Bruce,1
weekly-Princess,1
weekly-Fred,1
weekly-Ralph,1
action-Agnes,2
action-Junior,2
action-Vicki,2
action-Alex,2
action-Kathy,2
action-Victoria,2
action-Bruce,2
action-Princess,2
action-Fred,2
action-Ralph,2
admission-Agnes,2
admission-Junior,2
admission-Vicki,2
admission-Alex,2
admission-Kathy,2
admission-Victoria,2
admission-Bruce,2
admission-Princess,2
admission-Fred,2
admission-Ralph,2
adoption-Agnes,2
adoption-Junior,2
adoption-Vicki,2
adoption-Alex,2
adoption-Kathy,2
adoption-Victoria,2
adoption-Bruce,2
adoption-Princess,2
adoption-Fred,2
adoption-Ralph,2
affiliation-Agnes,2
affiliation-Junior,2
affiliation-Vicki,2
affiliation-Alex,2
affiliation-Kathy,2
affiliation-Victoria,2
affiliation-Bruce,2
affiliation-Princess,2
affiliation-Fred,2
affiliation-Ralph,2
association-Agnes,2
association-Junior,2
association-Vicki,2
association-Alex,2
association-Kathy,2
association-Victoria,2
association-Bruce,2
association-Princess,2
association-Fred,2
association-Ralph,2
completion-Agnes,2
completion-Junior,2
completion-Vicki,2
completion-Alex,2
completion-Kathy,2
completion-Victoria,2
completion-Bruce,2
completion-Princess,2
completion-Fred,2
completion-Ralph,2
conclusion-Agnes,2
conclusion-Junior,2
conclusion-Vicki,2
conclusion-Alex,2
conclusion-Kathy,2
conclusion-Victoria,2
conclusion-Bruce,2
conclusion-Princess,2
conclusion-Fred,2
conclusion-Ralph,2
discussion-Agnes,2
discussion-Junior,2
discussion-Vicki,2
discussion-Alex,2
discussion-Kathy,2
discussion-Victoria,2
discussion-Bruce,2
discussion-Princess,2
discussion-Fred,2
discussion-Ralph,2
education-Agnes,2
education-Junior,2
education-Vicki,2
education-Alex,2
education-Kathy,2
education-Victoria,2
education-Bruce,2
education-Princess,2
education-Fred,2
education-Ralph,2
inclusion-Agnes,2
inclusion-Junior,2
inclusion-Vicki,2
inclusion-Alex,2
inclusion-Kathy,2
inclusion-Victoria,2
inclusion-Bruce,2
inclusion-Princess,2
inclusion-Fred,2
inclusion-Ralph,2
information-Agnes,2
information-Junior,2
information-Vicki,2
information-Alex,2
information-Kathy,2
information-Victoria,2
information-Bruce,2
information-Princess,2
information-Fred,2
information-Ralph,2
permission-Agnes,2
permission-Junior,2
permission-Vicki,2
permission-Alex,2
permission-Kathy,2
permission-Victoria,2
permission-Bruce,2
permission-Princess,2
permission-Fred,2
permission-Ralph,2
population-Agnes,2
population-Junior,2
population-Vicki,2
population-Alex,2
population-Kathy,2
population-Victoria,2
population-Bruce,2
population-Princess,2
population-Fred,2
population-Ralph,2
protection-Agnes,2
protection-Junior,2
protection-Vicki,2
protection-Alex,2
protection-Kathy,2
protection-Victoria,2
protection-Bruce,2
protection-Princess,2
protection-Fred,2
protection-Ralph,2
relation-Agnes,2
relation-Junior,2
relation-Vicki,2
relation-Alex,2
relation-Kathy,2
relation-Victoria,2
relation-Bruce,2
relation-Princess,2
relation-Fred,2
relation-Ralph,2
rotation-Agnes,2
rotation-Junior,2
rotation-Vicki,2
rotation-Alex,2
rotation-Kathy,2
rotation-Victoria,2
rotation-Bruce,2
rotation-Princess,2
rotation-Fred,2
rotation-Ralph,2
succession-Agnes,2
succession-Junior,2
succession-Vicki,2
succession-Alex,2
succession-Kathy,2
succession-Victoria,2
succession-Bruce,2
succession-Princess,2
succession-Fred,2
succession-Ralph,2
translation-Agnes,2
translation-Junior,2
translation-Vicki,2
translation-Alex,2
translation-Kathy,2
translation-Victoria,2
translation-Bruce,2
translation-Princess,2
translation-Fred,2
translation-Ralph,2
validation-Agnes,2
validation-Junior,2
validation-Vicki,2
validation-Alex,2
validation-Kathy,2
validation-Victoria,2
validation-Bruce,2
validation-Princess,2
validation-Fred,2
validation-Ralph,2
violation-Agnes,2
violation-Junior,2
violation-Vicki,2
violation-Alex,2
violation-Kathy,2
violation-Victoria,2
violation-Bruce,2
violation-Princess,2
violation-Fred,2
violation-Ralph,2
approval-Agnes,3
approval-Junior,3
approval-Vicki,3
approval-Alex,3
approval-Kathy,3
approval-Victoria,3
approval-Bruce,3
approval-Princess,3
approval-Fred,3
approval-Ralph,3
arrival-Agnes,3
arrival-Junior,3
arrival-Vicki,3
arrival-Alex,3
arrival-Kathy,3
arrival-Victoria,3
arrival-Bruce,3
arrival-Princess,3
arrival-Fred,3
arrival-Ralph,3
burial-Agnes,3
burial-Junior,3
burial-Vicki,3
burial-Alex,3
burial-Kathy,3
burial-Victoria,3
burial-Bruce,3
burial-Princess,3
burial-Fred,3
burial-Ralph,3
causal-Agnes,3
causal-Junior,3
causal-Vicki,3
causal-Alex,3
causal-Kathy,3
causal-Victoria,3
causal-Bruce,3
causal-Princess,3
causal-Fred,3
causal-Ralph,3
denial-Agnes,3
denial-Junior,3
denial-Vicki,3
denial-Alex,3
denial-Kathy,3
denial-Victoria,3
denial-Bruce,3
denial-Princess,3
denial-Fred,3
denial-Ralph,3
dismissal-Agnes,3
dismissal-Junior,3
dismissal-Vicki,3
dismissal-Alex,3
dismissal-Kathy,3
dismissal-Victoria,3
dismissal-Bruce,3
dismissal-Princess,3
dismissal-Fred,3
dismissal-Ralph,3
disposal-Agnes,3
disposal-Junior,3
disposal-Vicki,3
disposal-Alex,3
disposal-Kathy,3
disposal-Victoria,3
disposal-Bruce,3
disposal-Princess,3
disposal-Fred,3
disposal-Ralph,3
proposal-Agnes,3
proposal-Junior,3
proposal-Vicki,3
proposal-Alex,3
proposal-Kathy,3
proposal-Victoria,3
proposal-Bruce,3
proposal-Princess,3
proposal-Fred,3
proposal-Ralph,3
rental-Agnes,3
rental-Junior,3
rental-Vicki,3
rental-Alex,3
rental-Kathy,3
rental-Victoria,3
rental-Bruce,3
rental-Princess,3
rental-Fred,3
rental-Ralph,3
reversal-Agnes,3
reversal-Junior,3
reversal-Vicki,3
reversal-Alex,3
reversal-Kathy,3
reversal-Victoria,3
reversal-Bruce,3
reversal-Princess,3
reversal-Fred,3
reversal-Ralph,3
survival-Agnes,3
survival-Junior,3
survival-Vicki,3
survival-Alex,3
survival-Kathy,3
survival-Victoria,3
survival-Bruce,3
survival-Princess,3
survival-Fred,3
survival-Ralph,3
withdrawal-Agnes,3
withdrawal-Junior,3
withdrawal-Vicki,3
withdrawal-Alex,3
withdrawal-Kathy,3
withdrawal-Victoria,3
withdrawal-Bruce,3
withdrawal-Princess,3
withdrawal-Fred,3
withdrawal-Ralph,3
agreement-Agnes,4
agreement-Junior,4
agreement-Vicki,4
agreement-Alex,4
agreement-Kathy,4
agreement-Victoria,4
agreement-Bruce,4
agreement-Princess,4
